airport,side,period,scheduled_ops,operated_ops,cancelled_ops,delay15_ops,nas_delay_minutes,days,ops_per_day,cancel_rate,delay15_rate,nas_delay_per_scheduled_op
IAD,arr,cap_20250616_1025,21792,21524,268.0,4313.0,76390.0,132,165.0909090909091,0.012298091042584435,0.2003809700799108,3.50541483113069
IAD,arr,extension_20251026_1231,10134,10034,100.0,1892.0,27382.0,67,151.2537313432836,0.009867771857114663,0.188558899740881,2.701993289915137
IAD,arr,interim_20250520_0615,4802,4774,28.0,877.0,13001.0,27,177.85185185185185,0.0058309037900874635,0.18370339338081274,2.7074135776759682
IAD,arr,pre_20250101_0414,14707,14519,188.0,2423.0,32288.0,104,141.41346153846155,0.012783028489834772,0.16688477167849025,2.1954171482967295
IAD,arr,stress_20250415_0519,6045,6016,29.0,1176.0,18952.0,35,172.71428571428572,0.004797353184449959,0.19547872340425532,3.1351530190239867
IAD,dep,cap_20250616_1025,21799,21540,259.0,4127.0,82193.0,132,165.1439393939394,0.011881278957750355,0.1915970287836583,3.770494059360521
IAD,dep,extension_20251026_1231,10198,10094,104.0,1880.0,46694.0,67,152.2089552238806,0.010198078054520495,0.18624925698434713,4.578740929594038
IAD,dep,interim_20250520_0615,4800,4777,23.0,875.0,27515.0,27,177.77777777777777,0.004791666666666666,0.1831693531505129,5.732291666666667
IAD,dep,pre_20250101_0414,14704,14513,191.0,2208.0,59390.0,104,141.3846153846154,0.012989662676822633,0.15213946117274169,4.039036996735582
IAD,dep,stress_20250415_0519,6045,6010,35.0,1071.0,35405.0,35,172.71428571428572,0.005789909015715467,0.17820299500831946,5.856906534325889
IAH,arr,cap_20250616_1025,42938,42471,467.0,8978.0,162491.0,132,325.2878787878788,0.010876147002654992,0.2113913023003932,3.7843169220736876
IAH,arr,extension_20251026_1231,22012,21810,202.0,4402.0,81131.0,67,328.53731343283584,0.009176812647646738,0.20183402109124254,3.685762311466473
IAH,arr,interim_20250520_0615,8921,8808,113.0,2744.0,100269.0,27,330.4074074074074,0.012666741396704406,0.3115349682107175,11.239659231027911
IAH,arr,pre_20250101_0414,32018,31360,658.0,5775.0,98948.0,104,307.86538461538464,0.020550940096195888,0.18415178571428573,3.0903866575051535
IAH,arr,stress_20250415_0519,11371,11234,137.0,2198.0,49473.0,35,324.8857142857143,0.012048192771084338,0.1956560441516824,4.350804678568288
IAH,dep,cap_20250616_1025,42941,42544,397.0,9939.0,158495.0,132,325.31060606060606,0.009245243473603316,0.23361696126363293,3.6909946205258377
IAH,dep,extension_20251026_1231,22009,21830,179.0,4585.0,94560.0,67,328.4925373134328,0.008133036485074288,0.21003206596426935,4.296424190104048
IAH,dep,interim_20250520_0615,8914,8759,155.0,2948.0,48078.0,27,330.14814814814815,0.017388377832622842,0.3365681013814362,5.393538254431232
IAH,dep,pre_20250101_0414,32020,31372,648.0,6517.0,93079.0,104,307.88461538461536,0.02023735165521549,0.20773301032768074,2.906901936289819
IAH,dep,stress_20250415_0519,11375,11241,134.0,2572.0,59517.0,35,325.0,0.011780219780219781,0.22880526643537052,5.232263736263736
IND,arr,cap_20250616_1025,17464,17162,302.0,4214.0,45429.0,132,132.3030303030303,0.01729271644525882,0.24554247756671715,2.60129409070087
IND,arr,extension_20251026_1231,8608,8423,185.0,2098.0,23374.0,67,128.47761194029852,0.021491635687732342,0.24907990027306184,2.7153810408921935
IND,arr,interim_20250520_0615,3740,3717,23.0,900.0,9912.0,27,138.5185185185185,0.006149732620320855,0.24213075060532688,2.6502673796791445
IND,arr,pre_20250101_0414,12960,12708,252.0,2504.0,29335.0,104,124.61538461538461,0.019444444444444445,0.19704123386842934,2.263503086419753
IND,arr,stress_20250415_0519,4573,4529,44.0,948.0,11434.0,35,130.65714285714284,0.009621692543188278,0.2093177301832634,2.5003280122457907
IND,dep,cap_20250616_1025,17461,17203,258.0,3202.0,76660.0,132,132.28030303030303,0.0147757860374549,0.18613032610591176,4.390355649733692
IND,dep,extension_20251026_1231,8613,8424,189.0,1768.0,47627.0,67,128.55223880597015,0.0219435736677116,0.20987654320987653,5.529664460698943
IND,dep,interim_20250520_0615,3742,3726,16.0,655.0,15432.0,27,138.59259259259258,0.00427578834847675,0.17579173376274826,4.123997862105826
IND,dep,pre_20250101_0414,12956,12698,258.0,1937.0,53261.0,104,124.57692307692308,0.019913553565915405,0.1525437076704993,4.11091386230318
IND,dep,stress_20250415_0519,4574,4524,50.0,790.0,24835.0,35,130.68571428571428,0.010931351114997814,0.17462422634836428,5.429602098819414
JFK,arr,cap_20250616_1025,38557,37600,957.0,8804.0,266322.0,132,292.0984848484849,0.024820395777679798,0.23414893617021276,6.9072282594600205
JFK,arr,extension_20251026_1231,19174,18483,691.0,4398.0,97638.0,67,286.17910447761193,0.03603838531344529,0.23794838500243468,5.092208198602274
JFK,arr,interim_20250520_0615,7909,7868,41.0,1799.0,40490.0,27,292.9259259259259,0.00518396763181186,0.22864768683274023,5.119484132001517
JFK,arr,pre_20250101_0414,28897,28496,401.0,5665.0,117544.0,104,277.8557692307692,0.013876873031802609,0.198799831555306,4.0676886874069975
JFK,arr,stress_20250415_0519,10156,10101,55.0,2488.0,76206.0,35,290.1714285714286,0.005415517920441118,0.24631224631224632,7.503544702638834
JFK,dep,cap_20250616_1025,38595,37665,930.0,8551.0,219764.0,132,292.3863636363636,0.024096385542168676,0.2270277445904686,5.694105454074362
JFK,dep,extension_20251026_1231,19191,18487,704.0,4601.0,118649.0,67,286.43283582089555,0.03668386222708561,0.24887758965759724,6.182533479235058
JFK,dep,interim_20250520_0615,7910,7871,39.0,1553.0,44415.0,27,292.962962962963,0.004930467762326169,0.1973065684157032,5.615044247787611
JFK,dep,pre_20250101_0414,28900,28506,394.0,5218.0,144534.0,104,277.88461538461536,0.013633217993079585,0.18304918262821862,5.001176470588235
JFK,dep,stress_20250415_0519,10164,10115,49.0,1836.0,54846.0,35,290.4,0.0048209366391184574,0.1815126050420168,5.396103896103896
LAS,arr,cap_20250616_1025,65471,65073,398.0,14096.0,193806.0,132,495.99242424242425,0.0060790273556231,0.21661825949318458,2.9601808434268606
LAS,arr,extension_20251026_1231,31983,31613,370.0,6651.0,84201.0,67,477.35820895522386,0.01156864584310415,0.21038813146490368,2.63267986117625
LAS,arr,interim_20250520_0615,14291,14190,101.0,3303.0,44696.0,27,529.2962962962963,0.007067385067525016,0.23276955602536997,3.1275628017633474
LAS,arr,pre_20250101_0414,53163,52716,447.0,10447.0,221691.0,104,511.1826923076923,0.00840810338017042,0.1981751270961378,4.170024264996332
LAS,arr,stress_20250415_0519,18879,18797,82.0,3562.0,51831.0,35,539.4,0.004343450394618359,0.1894983242006703,2.745431431749563
LAS,dep,cap_20250616_1025,65463,65041,422.0,16346.0,198175.0,132,495.9318181818182,0.006446389563570261,0.2513183991636045,3.027282587110276
LAS,dep,extension_20251026_1231,31994,31641,353.0,7559.0,80672.0,67,477.5223880597015,0.011033318747265113,0.23889889700072692,2.521472776145527
LAS,dep,interim_20250520_0615,14303,14209,94.0,3810.0,46340.0,27,529.7407407407408,0.006572047822135217,0.2681399113238089,3.2398797455079356
LAS,dep,pre_20250101_0414,53158,52733,425.0,10655.0,95618.0,104,511.13461538461536,0.007995033673200647,0.2020556387840631,1.798750893562587
LAS,dep,stress_20250415_0519,18885,18805,80.0,4003.0,54974.0,35,539.5714285714286,0.004236166269526079,0.21286891784099973,2.9109875562615835
LAX,arr,cap_20250616_1025,70299,69858,441.0,13612.0,124624.0,132,532.5681818181819,0.006273204455255409,0.1948524148987947,1.7727705941763041
LAX,arr,extension_20251026_1231,34534,34060,474.0,7246.0,88826.0,67,515.4328358208955,0.013725603752823305,0.21274221961244863,2.572131812127179
LAX,arr,interim_20250520_0615,14613,14559,54.0,2854.0,28295.0,27,541.2222222222222,0.003695339765961815,0.19602994711175217,1.9362896051461027
LAX,arr,pre_20250101_0414,52482,52105,377.0,8614.0,100625.0,104,504.63461538461536,0.007183415266186502,0.16532002686882258,1.9173240349072063
LAX,arr,stress_20250415_0519,18571,18513,58.0,3173.0,30365.0,35,530.6,0.0031231489957460556,0.17139307513639065,1.635076194066017
LAX,dep,cap_20250616_1025,70280,69852,428.0,13226.0,190000.0,132,532.4242424242424,0.0060899260102447355,0.18934318272919887,2.703471826977803
LAX,dep,extension_20251026_1231,34513,34075,438.0,7385.0,107169.0,67,515.1194029850747,0.012690870106916234,0.21672780630961117,3.1051777591052647
LAX,dep,interim_20250520_0615,14610,14555,55.0,2773.0,36849.0,27,541.1111111111111,0.0037645448323066393,0.19051872208862933,2.52217659137577
LAX,dep,pre_20250101_0414,52498,52160,338.0,7891.0,100862.0,104,504.78846153846155,0.006438340508209837,0.15128450920245398,1.921254143014972
LAX,dep,stress_20250415_0519,18571,18515,56.0,3031.0,63863.0,35,530.6,0.003015454202789295,0.16370510396975424,3.4388562812987993
LGA,arr,cap_20250616_1025,49853,48044,1809.0,12479.0,377657.0,132,377.67424242424244,0.03628668284757186,0.25974107068520524,7.575411710428661
LGA,arr,extension_20251026_1231,25418,24244,1174.0,8247.0,293792.0,67,379.3731343283582,0.04618774097096546,0.3401666391684541,11.558423164686443
LGA,arr,interim_20250520_0615,9987,9903,84.0,2168.0,36858.0,27,369.8888888888889,0.008410934214478822,0.21892355851762094,3.690597777110243
LGA,arr,pre_20250101_0414,37381,36643,738.0,7898.0,169884.0,104,359.4326923076923,0.019742650009363046,0.21553912070518244,4.544661726545571
LGA,arr,stress_20250415_0519,13067,12854,213.0,3451.0,124705.0,35,373.34285714285716,0.016300604576413868,0.26847673875836314,9.54350654320043
LGA,dep,cap_20250616_1025,49855,47986,1869.0,11131.0,308767.0,132,377.68939393939394,0.03748871728011233,0.23196348935106073,6.193300571657808
LGA,dep,extension_20251026_1231,25410,24222,1188.0,7004.0,209496.0,67,379.25373134328356,0.046753246753246755,0.289158616134093,8.244628099173553
LGA,dep,interim_20250520_0615,9989,9901,88.0,1969.0,61655.0,27,369.962962962963,0.008809690659725698,0.19886880113119887,6.1722895184703175
LGA,dep,pre_20250101_0414,37380,36618,762.0,6558.0,165967.0,104,359.4230769230769,0.020385232744783308,0.17909224971325577,4.439994649545211
LGA,dep,stress_20250415_0519,13091,12875,216.0,2755.0,72908.0,35,374.0285714285714,0.01649988541746238,0.21398058252427185,5.569322435260866
MCI,arr,cap_20250616_1025,18087,17912,175.0,4359.0,38008.0,132,137.02272727272728,0.009675457510919444,0.24335640911121037,2.1013987947144357
MCI,arr,extension_20251026_1231,8729,8605,124.0,2121.0,18706.0,67,130.28358208955223,0.014205521823805705,0.24648460197559557,2.1429717035170124
MCI,arr,interim_20250520_0615,3880,3848,32.0,1056.0,9906.0,27,143.7037037037037,0.008247422680412371,0.27442827442827444,2.5530927835051545
MCI,arr,pre_20250101_0414,12732,12358,374.0,2414.0,23135.0,104,122.42307692307692,0.029374803644360667,0.19533905162647677,1.8170750863964813
MCI,arr,stress_20250415_0519,4798,4758,40.0,1022.0,9543.0,35,137.0857142857143,0.008336807002917883,0.2147961328289197,1.9889537307211338
MCI,dep,cap_20250616_1025,18090,17905,185.0,3654.0,64238.0,132,137.04545454545453,0.010226644555002764,0.2040770734431723,3.5510226644555
MCI,dep,extension_20251026_1231,8728,8597,131.0,1913.0,33364.0,67,130.26865671641792,0.01500916590284143,0.22251948354077003,3.822639780018332
MCI,dep,interim_20250520_0615,3881,3850,31.0,857.0,15829.0,27,143.74074074074073,0.007987632053594434,0.2225974025974026,4.078587992785365
MCI,dep,pre_20250101_0414,12731,12330,401.0,2133.0,37561.0,104,122.41346153846153,0.03149791846673474,0.172992700729927,2.9503573953342235
MCI,dep,stress_20250415_0519,4798,4764,34.0,842.0,16675.0,35,137.0857142857143,0.0070862859524802,0.1767422334172964,3.4754064193413923
MCO,arr,cap_20250616_1025,55006,54503,503.0,14163.0,298017.0,132,416.7121212121212,0.009144456968330727,0.2598572555639139,5.417899865469222
MCO,arr,extension_20251026_1231,29971,29458,513.0,7603.0,169706.0,67,447.32835820895525,0.017116545994461312,0.25809627265937946,5.662340262253512
MCO,arr,interim_20250520_0615,11695,11628,67.0,3136.0,70906.0,27,433.14814814814815,0.00572894399315947,0.2696938424492604,6.062932877297991
MCO,arr,pre_20250101_0414,47506,46900,606.0,9750.0,207379.0,104,456.78846153846155,0.012756283416831557,0.20788912579957355,4.365322275081042
MCO,arr,stress_20250415_0519,15822,15735,87.0,3416.0,64727.0,35,452.0571428571429,0.005498672734167614,0.2170956466476009,4.09094931108583
MCO,dep,cap_20250616_1025,55011,54533,478.0,14453.0,279784.0,132,416.75,0.00868917125665776,0.26503218234830284,5.085964625256767
MCO,dep,extension_20251026_1231,29987,29482,505.0,7803.0,143269.0,67,447.56716417910445,0.01684063094007403,0.2646699681161387,4.777703671591023
MCO,dep,interim_20250520_0615,11695,11637,58.0,3154.0,70898.0,27,433.14814814814815,0.0049593843522873025,0.27103205293460514,6.062248824283882
MCO,dep,pre_20250101_0414,47524,46973,551.0,9750.0,158620.0,104,456.96153846153845,0.011594141907246865,0.20756604858109978,3.337682013298544
MCO,dep,stress_20250415_0519,15831,15755,76.0,3607.0,92018.0,35,452.3142857142857,0.0048007074726801845,0.22894319263725801,5.812519739751121
MDW,arr,cap_20250616_1025,29676,29438,238.0,6147.0,67007.0,132,224.8181818181818,0.008019948780159051,0.20881173992798424,2.257952554252595
MDW,arr,extension_20251026_1231,12625,12329,296.0,2814.0,28762.0,67,188.43283582089552,0.023445544554455446,0.22824235542217536,2.278178217821782
MDW,arr,interim_20250520_0615,5832,5799,33.0,1206.0,11634.0,27,216.0,0.00565843621399177,0.20796689084324885,1.9948559670781894
MDW,arr,pre_20250101_0414,18880,18628,252.0,3113.0,30890.0,104,181.53846153846155,0.013347457627118644,0.16711402190251234,1.6361228813559323
MDW,arr,stress_20250415_0519,7005,6986,19.0,1196.0,9552.0,35,200.14285714285714,0.002712348322626695,0.1711995419410249,1.3635974304068523
MDW,dep,cap_20250616_1025,29672,29455,217.0,8093.0,74333.0,132,224.78787878787878,0.0073132919924507956,0.27475810558479036,2.505156376381774
MDW,dep,extension_20251026_1231,12625,12314,311.0,3243.0,45724.0,67,188.43283582089552,0.024633663366336635,0.2633587786259542,3.62170297029703
MDW,dep,interim_20250520_0615,5834,5801,33.0,1500.0,12903.0,27,216.07407407407408,0.005656496400411382,0.25857610756766075,2.21169009256085
MDW,dep,pre_20250101_0414,18878,18654,224.0,3591.0,50176.0,104,181.51923076923077,0.011865663735565208,0.19250562881955613,2.6579086767666067
MDW,dep,stress_20250415_0519,7008,6994,14.0,1465.0,18919.0,35,200.22857142857143,0.001997716894977169,0.20946525593365742,2.6996289954337898
MIA,arr,cap_20250616_1025,36566,36144,422.0,9000.0,135175.0,132,277.0151515151515,0.011540775583875732,0.24900398406374502,3.6967401411146965
MIA,arr,extension_20251026_1231,21052,20729,323.0,4855.0,77055.0,67,314.2089552238806,0.015342960288808664,0.2342129383954846,3.6602223066692
MIA,arr,interim_20250520_0615,8031,7936,95.0,1835.0,29363.0,27,297.44444444444446,0.011829161997260616,0.23122479838709678,3.6562071971111942
MIA,arr,pre_20250101_0414,35262,34756,506.0,7662.0,166164.0,104,339.0576923076923,0.014349724916340536,0.2204511451260214,4.7122681640292665
MIA,arr,stress_20250415_0519,11022,10948,74.0,2210.0,35330.0,35,314.9142857142857,0.006713845037198331,0.20186335403726707,3.205407367084014
MIA,dep,cap_20250616_1025,36581,36161,420.0,10113.0,172858.0,132,277.1287878787879,0.01148137011016648,0.27966593844196785,4.725349225007518
MIA,dep,extension_20251026_1231,21022,20705,317.0,5061.0,82925.0,67,313.76119402985074,0.015079440586052706,0.2444337116638493,3.9446770050423368
MIA,dep,interim_20250520_0615,8030,7938,92.0,2076.0,40259.0,27,297.4074074074074,0.01145703611457036,0.2615268329554044,5.0135740971357405
MIA,dep,pre_20250101_0414,35270,34751,519.0,8280.0,125822.0,104,339.13461538461536,0.014715055287779983,0.23826652470432505,3.567394386163879
MIA,dep,stress_20250415_0519,11004,10933,71.0,2409.0,57054.0,35,314.4,0.0064521992002908035,0.22034208360010976,5.18484187568157
MSP,arr,cap_20250616_1025,43599,43369,230.0,7953.0,80717.0,132,330.29545454545456,0.005275350352072296,0.1833798335216399,1.8513498016009542
MSP,arr,extension_20251026_1231,19425,19034,391.0,4284.0,55204.0,67,289.92537313432837,0.02012870012870013,0.225070925711884,2.841904761904762
MSP,arr,interim_20250520_0615,8994,8970,24.0,1528.0,15881.0,27,333.1111111111111,0.00266844563042028,0.17034559643255295,1.7657327106960197
MSP,arr,pre_20250101_0414,30016,29786,230.0,5105.0,53127.0,104,288.61538461538464,0.0076625799573560765,0.1713892432686497,1.7699560234541578
MSP,arr,stress_20250415_0519,10898,10856,42.0,2130.0,40576.0,35,311.37142857142857,0.003853918150119288,0.19620486366985998,3.723251972839053
MSP,dep,cap_20250616_1025,43598,43366,232.0,8254.0,127711.0,132,330.2878787878788,0.005321345015826414,0.19033344094451873,2.9292857470526172
MSP,dep,extension_20251026_1231,19416,19015,401.0,4217.0,100902.0,67,289.7910447761194,0.02065306963329213,0.2217722850381278,5.196847960444994
MSP,dep,interim_20250520_0615,8992,8967,25.0,1474.0,24012.0,27,333.037037037037,0.002780249110320285,0.164380506300881,2.670373665480427
MSP,dep,pre_20250101_0414,30023,29803,220.0,5204.0,90605.0,104,288.6826923076923,0.007327715418179396,0.17461329396369493,3.0178529793824733
MSP,dep,stress_20250415_0519,10902,10854,48.0,1986.0,38639.0,35,311.48571428571427,0.004402861860209136,0.18297401879491432,3.5442120711796
MSY,arr,cap_20250616_1025,17192,17037,155.0,4019.0,39446.0,132,130.24242424242425,0.009015821312238251,0.2358983389094324,2.294439274080968
MSY,arr,extension_20251026_1231,9375,9266,109.0,2130.0,21305.0,67,139.92537313432837,0.011626666666666667,0.22987265270882798,2.2725333333333335
MSY,arr,interim_20250520_0615,3707,3666,41.0,1021.0,12997.0,27,137.2962962962963,0.011060156460749933,0.2785051827605019,3.5060695980577288
MSY,arr,pre_20250101_0414,15616,15128,488.0,3224.0,48516.0,104,150.15384615384616,0.03125,0.21311475409836064,3.106813524590164
MSY,arr,stress_20250415_0519,5231,5183,48.0,1146.0,16393.0,35,149.45714285714286,0.009176065761804627,0.22110746671811693,3.133817625692984
MSY,dep,cap_20250616_1025,17191,17018,173.0,3757.0,60831.0,132,130.2348484848485,0.010063405270199523,0.22076624750264426,3.5385376068873247
MSY,dep,extension_20251026_1231,9375,9252,123.0,2135.0,33314.0,67,139.92537313432837,0.01312,0.23076091655858194,3.5534933333333334
MSY,dep,interim_20250520_0615,3708,3665,43.0,1023.0,20040.0,27,137.33333333333334,0.011596548004314994,0.2791268758526603,5.4045307443365695
MSY,dep,pre_20250101_0414,15616,15099,517.0,3147.0,45480.0,104,150.15384615384616,0.033107069672131145,0.208424398966819,2.9123975409836067
MSY,dep,stress_20250415_0519,5231,5175,56.0,1136.0,22909.0,35,149.45714285714286,0.01070541005543873,0.2195169082125604,4.379468552857962
OAK,arr,cap_20250616_1025,12357,12287,70.0,2591.0,7620.0,132,93.61363636363636,0.005664805373472526,0.21087328070318223,0.6166545277980092
OAK,arr,extension_20251026_1231,5787,5717,70.0,1211.0,3187.0,67,86.3731343283582,0.012096077414895455,0.21182438341787652,0.5507171245895974
OAK,arr,interim_20250520_0615,2755,2740,15.0,615.0,2827.0,27,102.03703703703704,0.0054446460980036296,0.22445255474452555,1.0261343012704174
OAK,arr,pre_20250101_0414,10056,9986,70.0,1343.0,6647.0,104,96.6923076923077,0.00696101829753381,0.13448828359703585,0.6609984089101034
OAK,arr,stress_20250415_0519,3629,3610,19.0,646.0,2122.0,35,103.68571428571428,0.005235602094240838,0.17894736842105263,0.5847340865252135
OAK,dep,cap_20250616_1025,12364,12297,67.0,2792.0,17558.0,132,93.66666666666667,0.005418958265933355,0.22704724729608847,1.4200905855710126
OAK,dep,extension_20251026_1231,5789,5718,71.0,1386.0,12404.0,67,86.40298507462687,0.012264639834168251,0.24239244491080797,2.142684401451028
OAK,dep,interim_20250520_0615,2756,2747,9.0,596.0,4251.0,27,102.07407407407408,0.003265602322206096,0.21696396068438295,1.5424528301886793
OAK,dep,pre_20250101_0414,10055,9992,63.0,1499.0,11322.0,104,96.6826923076923,0.00626553953257086,0.15002001601281026,1.1260069617105917
OAK,dep,stress_20250415_0519,3627,3614,13.0,587.0,4568.0,35,103.62857142857143,0.0035842293906810036,0.16242390702822357,1.2594430658946787
ORD,arr,cap_20250616_1025,129777,127718,2059.0,35156.0,781346.0,132,983.1590909090909,0.01586567727717546,0.27526268810974175,6.020681630797445
ORD,arr,extension_20251026_1231,62246,59832,2414.0,18016.0,548383.0,67,929.044776119403,0.038781608456768306,0.3011097740339618,8.80993156186743
ORD,arr,interim_20250520_0615,25522,25408,114.0,5920.0,109225.0,27,945.2592592592592,0.0044667345819293155,0.23299748110831234,4.279641093958154
ORD,arr,pre_20250101_0414,78399,77129,1270.0,16280.0,347257.0,104,753.8365384615385,0.016199186214109873,0.21107495235255222,4.429354966262324
ORD,arr,stress_20250415_0519,31067,30899,168.0,5875.0,87069.0,35,887.6285714285714,0.005407667299707084,0.19013560309395125,2.8026201435606914
ORD,dep,cap_20250616_1025,129787,127868,1919.0,35641.0,489393.0,132,983.2348484848485,0.014785764367771811,0.27873275565426847,3.7707397505143043
ORD,dep,extension_20251026_1231,62257,59920,2337.0,17559.0,381713.0,67,929.2089552238806,0.03753794754003566,0.2930407209612817,6.131246285558251
ORD,dep,interim_20250520_0615,25525,25440,85.0,5667.0,80728.0,27,945.3703703703703,0.0033300685602350635,0.22275943396226416,3.1627032321253674
ORD,dep,pre_20250101_0414,78402,77239,1163.0,16350.0,293470.0,104,753.8653846153846,0.014833805260069896,0.21168062766219137,3.743144307543175
ORD,dep,stress_20250415_0519,31057,30905,152.0,5507.0,113391.0,35,887.3428571428572,0.0048942267443732495,0.17819123119236369,3.6510609524422835
PDX,arr,cap_20250616_1025,24156,23999,157.0,4751.0,36327.0,132,183.0,0.006499420433846663,0.1979665819409142,1.5038499751614505
PDX,arr,extension_20251026_1231,11112,10997,115.0,2396.0,22400.0,67,165.8507462686567,0.010349172066234702,0.21787760298263162,2.015838732901368
PDX,arr,interim_20250520_0615,4879,4850,29.0,1025.0,8794.0,27,180.7037037037037,0.005943840951014552,0.211340206185567,1.8024185283869645
PDX,arr,pre_20250101_0414,15365,15238,127.0,2554.0,26068.0,104,147.7403846153846,0.008265538561666124,0.16760729754560966,1.6965831435079726
PDX,arr,stress_20250415_0519,5644,5626,18.0,963.0,7040.0,35,161.25714285714287,0.0031892274982282067,0.17116956985424814,1.2473423104181431
PDX,dep,cap_20250616_1025,24155,23989,166.0,4139.0,67589.0,132,182.99242424242425,0.0068722831711860895,0.1725374129809496,2.7981370316704615
PDX,dep,extension_20251026_1231,11116,11005,111.0,1947.0,30151.0,67,165.91044776119404,0.009985606333213387,0.1769195820081781,2.712396545519971
PDX,dep,interim_20250520_0615,4873,4846,27.0,818.0,14539.0,27,180.4814814814815,0.005540734660373486,0.16879900949236484,2.9835830084137083
PDX,dep,pre_20250101_0414,15366,15249,117.0,2027.0,28963.0,104,147.75,0.007614213197969543,0.13292674929503573,1.8848756995965117
PDX,dep,stress_20250415_0519,5649,5632,17.0,727.0,16198.0,35,161.4,0.0030093821915383252,0.12908380681818182,2.8674101610904583
PHL,arr,cap_20250616_1025,38235,37349,886.0,9655.0,161753.0,132,289.65909090909093,0.023172485942199554,0.25850759056467376,4.230495619197071
PHL,arr,extension_20251026_1231,16742,16397,345.0,3932.0,38373.0,67,249.88059701492537,0.020606857006331383,0.23979996340794046,2.2920200692868233
PHL,arr,interim_20250520_0615,7750,7683,67.0,2024.0,26112.0,27,287.037037037037,0.00864516129032258,0.26343876090068985,3.369290322580645
PHL,arr,pre_20250101_0414,24713,24143,570.0,5214.0,64806.0,104,237.625,0.023064783717071987,0.2159632191525494,2.622344515032574
PHL,arr,stress_20250415_0519,10070,9904,166.0,2527.0,42784.0,35,287.7142857142857,0.016484607745779544,0.25514943457189015,4.248659384309831
PHL,dep,cap_20250616_1025,38250,37357,893.0,9976.0,165852.0,132,289.77272727272725,0.02334640522875817,0.2670449982600316,4.336
PHL,dep,extension_20251026_1231,16739,16389,350.0,4050.0,90692.0,67,249.83582089552237,0.020909253838341597,0.2471169686985173,5.418005854591074
PHL,dep,interim_20250520_0615,7752,7690,62.0,1807.0,43852.0,27,287.1111111111111,0.007997936016511867,0.23498049414824448,5.6568627450980395
PHL,dep,pre_20250101_0414,24706,24139,567.0,4692.0,113097.0,104,237.55769230769232,0.02294989071480612,0.19437424914039522,4.577713915648021
PHL,dep,stress_20250415_0519,10072,9905,167.0,2297.0,48068.0,35,287.77142857142854,0.01658061953931692,0.23190307925290257,4.7724384432088955
PHX,arr,cap_20250616_1025,65022,64519,503.0,13454.0,105601.0,132,492.59090909090907,0.007735843253052813,0.20852772051643703,1.6240810802497616
PHX,arr,extension_20251026_1231,37831,37346,485.0,8263.0,142431.0,67,564.6417910447761,0.012820173931431894,0.22125528838429817,3.764928233459332
PHX,arr,interim_20250520_0615,14276,14209,67.0,3066.0,21966.0,27,528.7407407407408,0.004693191370131689,0.21577873178971074,1.5386662930792938
PHX,arr,pre_20250101_0414,59295,58860,435.0,9835.0,100281.0,104,570.1442307692307,0.007336200354161397,0.16709140332993544,1.691221856817607
PHX,arr,stress_20250415_0519,20333,20239,94.0,3712.0,34394.0,35,580.9428571428572,0.0046230266069935575,0.18340827115964228,1.6915359268184724
PHX,dep,cap_20250616_1025,65002,64569,433.0,14832.0,127899.0,132,492.43939393939394,0.006661333497430848,0.22970775449519118,1.9676163810344298
PHX,dep,extension_20251026_1231,37825,37349,476.0,8737.0,79260.0,67,564.5522388059702,0.012584269662921348,0.2339286192401403,2.0954395241242563
PHX,dep,interim_20250520_0615,14285,14229,56.0,3268.0,32307.0,27,529.074074074074,0.00392019600980049,0.22967179703422588,2.261603080154008
PHX,dep,pre_20250101_0414,59301,58942,359.0,10405.0,85891.0,104,570.2019230769231,0.006053860811790695,0.17652946964812866,1.4483904150014333
PHX,dep,stress_20250415_0519,20343,20261,82.0,3921.0,51126.0,35,581.2285714285714,0.004030870569729146,0.19352450520704803,2.5131986432679545
PIT,arr,cap_20250616_1025,16518,16219,299.0,3870.0,41697.0,132,125.13636363636364,0.01810146506841022,0.2386090387816758,2.524337086814384
PIT,arr,extension_20251026_1231,7710,7574,136.0,1797.0,16656.0,67,115.07462686567165,0.017639429312581063,0.2372590440982308,2.1603112840466925
PIT,arr,interim_20250520_0615,3359,3347,12.0,824.0,6641.0,27,124.4074074074074,0.003572491813039595,0.24619061846429638,1.9770765108663293
PIT,arr,pre_20250101_0414,11287,11127,160.0,2201.0,25154.0,104,108.52884615384616,0.014175600248073005,0.197807135795812,2.228581554000177
PIT,arr,stress_20250415_0519,4295,4232,63.0,918.0,12566.0,35,122.71428571428571,0.014668218859138533,0.21691871455576558,2.9257275902211872
PIT,dep,cap_20250616_1025,16519,16251,268.0,2947.0,69256.0,132,125.14393939393939,0.01622374235728555,0.1813426866039013,4.192505599612567
PIT,dep,extension_20251026_1231,7715,7580,135.0,1391.0,44266.0,67,115.14925373134328,0.017498379779650033,0.18350923482849604,5.737653920933247
PIT,dep,interim_20250520_0615,3358,3350,8.0,568.0,14965.0,27,124.37037037037037,0.0023823704586063135,0.16955223880597015,4.456521739130435
PIT,dep,pre_20250101_0414,11287,11114,173.0,1700.0,48957.0,104,108.52884615384616,0.015327367768228937,0.15296023034011158,4.337467883405688
PIT,dep,stress_20250415_0519,4297,4252,45.0,675.0,21177.0,35,122.77142857142857,0.01047242262043286,0.15874882408278457,4.928322085175704
