airport,side,period,hour_group,hours,avg_ops_per_hour,p90_ops_per_hour,p95_ops_per_hour,max_ops_per_hour,share_above_28,share_above_34,scheduled_ops,operated_ops,cancelled_ops,delay15_ops,nas_delay_minutes,cancel_rate,delay15_rate,nas_delay_per_scheduled_op
BNA,arr,early_interim,Other hours,98,2.9285714285714284,9.299999999999997,13.0,16,0.0,0.0,287,286.0,1.0,73.0,376.0,0.003484320557491289,0.25524475524475526,1.3101045296167246
BNA,arr,late_interim,Facilitated hours,221,16.764705882352942,23.0,25.0,28,0.0,0.0,3705,3682.0,23.0,1014.0,14699.0,0.006207827260458839,0.2753938077131993,3.9673414304993253
BNA,arr,late_interim,Other hours,91,3.681318681318681,12.0,14.0,19,0.0,0.0,335,326.0,9.0,119.0,599.0,0.026865671641791045,0.36503067484662577,1.7880597014925372
BNA,arr,reference,Facilitated hours,476,15.741596638655462,22.0,24.0,30,0.0021008403361344537,0.0,7493,7412.0,81.0,1606.0,28348.0,0.010810089416789003,0.21667566109012412,3.7832643800880823
BNA,arr,reference,Other hours,196,2.622448979591837,8.5,13.0,15,0.0,0.0,514,506.0,8.0,155.0,1676.0,0.01556420233463035,0.30632411067193677,3.2607003891050583
BNA,arr,stress,Facilitated hours,595,16.653781512605043,23.0,26.0,29,0.01680672268907563,0.0,9909,9832.0,77.0,2011.0,25803.0,0.007770713492784337,0.20453620829943042,2.603996366939146
BNA,arr,stress,Other hours,245,2.6530612244897958,8.599999999999994,11.0,17,0.0,0.0,650,646.0,4.0,158.0,2141.0,0.006153846153846154,0.24458204334365324,3.293846153846154
BNA,dep,early_interim,Facilitated hours,238,17.462184873949578,25.0,26.0,33,0.025210084033613446,0.0,4156,4119.0,37.0,984.0,15116.0,0.00890279114533205,0.23889293517844137,3.637151106833494
BNA,dep,early_interim,Other hours,98,1.530612244897959,9.0,14.0,14,0.0,0.0,150,149.0,1.0,5.0,213.0,0.006666666666666667,0.03355704697986577,1.42
BNA,dep,late_interim,Facilitated hours,221,17.529411764705884,25.0,27.0,34,0.03619909502262444,0.0,3874,3848.0,26.0,1209.0,19854.0,0.006711409395973154,0.3141891891891892,5.124935467217346
BNA,dep,late_interim,Other hours,91,1.8131868131868132,12.0,14.0,16,0.0,0.0,165,161.0,4.0,13.0,144.0,0.024242424242424242,0.08074534161490683,0.8727272727272727
BNA,dep,reference,Facilitated hours,476,16.09873949579832,24.0,26.25,28,0.0,0.0,7663,7572.0,91.0,1730.0,22529.0,0.011875244682239331,0.22847332276809298,2.939971290617252
BNA,dep,reference,Other hours,196,1.760204081632653,12.0,12.0,16,0.0,0.0,345,340.0,5.0,26.0,294.0,0.014492753623188406,0.07647058823529412,0.8521739130434782
BNA,dep,stress,Facilitated hours,595,17.001680672268908,24.0,26.0,30,0.010084033613445379,0.0,10116,10021.0,95.0,2360.0,41765.0,0.009391063661526295,0.23550543857898412,4.12860814551206
BNA,dep,stress,Other hours,245,1.8,11.0,14.0,17,0.0,0.0,441,440.0,1.0,15.0,636.0,0.0022675736961451248,0.03409090909090909,1.4421768707482994
BOS,arr,early_interim,Facilitated hours,238,21.105042016806724,28.0,30.0,33,0.08403361344537816,0.0,5023,5017.0,6.0,1179.0,32435.0,0.0011945052757316346,0.23500099661152082,6.457296436392594
BOS,arr,early_interim,Other hours,98,6.204081632653061,29.0,34.599999999999966,39,0.11224489795918367,0.05102040816326531,608,606.0,2.0,186.0,2465.0,0.003289473684210526,0.3069306930693069,4.0542763157894735
BOS,arr,late_interim,Facilitated hours,221,21.063348416289593,28.0,29.0,33,0.07692307692307693,0.0,4655,4640.0,15.0,1363.0,42191.0,0.00322234156820623,0.29375,9.06358754027927
BOS,arr,late_interim,Other hours,91,6.5054945054945055,27.0,31.0,35,0.0989010989010989,0.01098901098901099,592,583.0,9.0,203.0,1423.0,0.015202702702702704,0.3481989708404803,2.4037162162162162
BOS,arr,reference,Facilitated hours,476,20.581932773109244,27.0,29.0,33,0.05672268907563025,0.0,9797,9729.0,68.0,1967.0,43041.0,0.00694090027559457,0.20217905231781272,4.3932836582627335
BOS,arr,reference,Other hours,196,7.229591836734694,28.5,33.0,39,0.10204081632653061,0.04081632653061224,1417,1400.0,17.0,380.0,3890.0,0.011997177134791814,0.2714285714285714,2.7452364149611856
BOS,arr,stress,Facilitated hours,595,21.613445378151262,28.0,29.299999999999955,34,0.08907563025210084,0.0,12860,12765.0,95.0,3046.0,86229.0,0.007387247278382581,0.23862122992557774,6.705209953343702
BOS,arr,stress,Other hours,245,6.955102040816326,30.0,35.79999999999998,39,0.11428571428571428,0.0653061224489796,1704,1693.0,11.0,543.0,6597.0,0.006455399061032864,0.32073242764323684,3.8714788732394365
BOS,dep,early_interim,Facilitated hours,238,22.714285714285715,32.30000000000001,36.59999999999991,46,0.2647058823529412,0.06302521008403361,5406,5398.0,8.0,1046.0,19031.0,0.0014798372179060304,0.19377547239718415,3.520347761746208
BOS,dep,early_interim,Other hours,98,2.2755102040816326,16.0,17.0,17,0.0,0.0,223,222.0,1.0,11.0,331.0,0.004484304932735426,0.04954954954954955,1.484304932735426
BOS,dep,late_interim,Facilitated hours,221,22.782805429864254,33.0,35.0,42,0.24434389140271492,0.06334841628959276,5035,5014.0,21.0,1267.0,24210.0,0.004170804369414101,0.2526924611088951,4.808341608738828
BOS,dep,late_interim,Other hours,91,2.340659340659341,16.0,16.0,19,0.0,0.0,213,212.0,1.0,8.0,70.0,0.004694835680751174,0.03773584905660377,0.3286384976525822
BOS,dep,reference,Facilitated hours,476,22.44327731092437,34.0,36.25,42,0.25,0.06932773109243698,10683,10622.0,61.0,2101.0,44989.0,0.005710006552466535,0.1977970250423649,4.211270242441262
BOS,dep,reference,Other hours,196,2.688775510204082,18.0,19.0,21,0.0,0.0,527,520.0,7.0,38.0,759.0,0.013282732447817837,0.07307692307692308,1.4402277039848197
BOS,dep,stress,Facilitated hours,595,23.47394957983193,35.0,37.0,45,0.27058823529411763,0.11428571428571428,13967,13866.0,101.0,3035.0,67668.0,0.007231330994487005,0.21888071541901052,4.844848571633135
BOS,dep,stress,Other hours,245,2.4204081632653063,16.0,17.0,19,0.0,0.0,593,589.0,4.0,54.0,479.0,0.006745362563237774,0.09168081494057725,0.8077571669477235
BWI,arr,early_interim,Facilitated hours,238,14.605042016806722,23.0,25.0,28,0.0,0.0,3476,3459.0,17.0,621.0,9177.0,0.004890678941311853,0.1795316565481353,2.640103567318757
BWI,arr,early_interim,Other hours,98,3.377551020408163,9.0,11.0,12,0.0,0.0,331,330.0,1.0,96.0,1104.0,0.0030211480362537764,0.2909090909090909,3.3353474320241694
BWI,arr,late_interim,Facilitated hours,221,14.868778280542987,23.0,25.0,28,0.0,0.0,3286,3260.0,26.0,787.0,13768.0,0.007912355447352405,0.24141104294478527,4.1898965307364575
BWI,arr,late_interim,Other hours,91,4.846153846153846,15.0,15.5,16,0.0,0.0,441,430.0,11.0,151.0,1374.0,0.024943310657596373,0.3511627906976744,3.1156462585034013
BWI,arr,reference,Facilitated hours,476,13.771008403361344,22.0,24.25,28,0.0,0.0,6555,6503.0,52.0,1035.0,12038.0,0.007932875667429444,0.15915731200984162,1.836460717009916
BWI,arr,reference,Other hours,196,4.326530612244898,11.0,11.0,12,0.0,0.0,848,840.0,8.0,206.0,2398.0,0.009433962264150943,0.24523809523809523,2.827830188679245
BWI,arr,stress,Facilitated hours,595,14.467226890756303,24.0,26.0,28,0.0,0.0,8608,8588.0,20.0,1670.0,24127.0,0.0023234200743494425,0.1944573823940382,2.80285780669145
BWI,arr,stress,Other hours,245,3.7346938775510203,10.0,11.0,13,0.0,0.0,915,909.0,6.0,222.0,1935.0,0.006557377049180328,0.24422442244224424,2.1147540983606556
BWI,dep,early_interim,Facilitated hours,238,15.806722689075631,25.0,28.0,33,0.03361344537815126,0.0,3762,3742.0,20.0,976.0,13184.0,0.00531632110579479,0.26082308925708175,3.5045188729399257
BWI,dep,early_interim,Other hours,98,0.4489795918367347,2.0,4.0,4,0.0,0.0,44,44.0,0.0,2.0,0.0,0.0,0.045454545454545456,0.0
BWI,dep,late_interim,Facilitated hours,221,16.67873303167421,27.0,29.0,34,0.06334841628959276,0.0,3686,3650.0,36.0,1124.0,24305.0,0.009766684753119913,0.30794520547945203,6.59386869234943
BWI,dep,late_interim,Other hours,91,0.4175824175824176,2.0,3.0,4,0.0,0.0,38,38.0,0.0,1.0,11.0,0.0,0.02631578947368421,0.2894736842105263
BWI,dep,reference,Facilitated hours,476,15.338235294117647,25.0,27.0,31,0.03571428571428571,0.0,7301,7242.0,59.0,1633.0,24069.0,0.008081084782906452,0.22549019607843138,3.2966716888097523
BWI,dep,reference,Other hours,196,0.5102040816326531,3.0,4.0,4,0.0,0.0,100,98.0,2.0,7.0,41.0,0.02,0.07142857142857142,0.41
BWI,dep,stress,Facilitated hours,595,15.78655462184874,25.0,29.0,35,0.05714285714285714,0.0016806722689075631,9393,9364.0,29.0,2371.0,30599.0,0.0030874055147450227,0.2532037590773174,3.2576386670925155
BWI,dep,stress,Other hours,245,0.5102040816326531,3.5999999999999943,4.0,4,0.0,0.0,125,125.0,0.0,7.0,95.0,0.0,0.056,0.76
CLE,arr,early_interim,Facilitated hours,238,5.735294117647059,10.0,10.0,14,0.0,0.0,1365,1364.0,1.0,246.0,2137.0,0.0007326007326007326,0.18035190615835778,1.5655677655677656
CLE,arr,early_interim,Other hours,98,2.826530612244898,11.299999999999997,15.0,16,0.0,0.0,277,274.0,3.0,71.0,365.0,0.010830324909747292,0.2591240875912409,1.3176895306859207
CLE,arr,late_interim,Facilitated hours,221,5.6968325791855206,10.0,11.0,14,0.0,0.0,1259,1248.0,11.0,289.0,3121.0,0.008737092930897538,0.23157051282051283,2.4789515488482925
CLE,arr,late_interim,Other hours,91,2.857142857142857,10.0,12.0,14,0.0,0.0,260,251.0,9.0,99.0,1219.0,0.03461538461538462,0.3944223107569721,4.688461538461539
CLE,arr,reference,Facilitated hours,476,5.855042016806722,10.0,12.0,15,0.0,0.0,2787,2759.0,28.0,514.0,5585.0,0.010046645138141371,0.18629938383472272,2.00394689630427
CLE,arr,reference,Other hours,196,2.4081632653061225,9.0,9.25,12,0.0,0.0,472,463.0,9.0,133.0,1024.0,0.019067796610169493,0.28725701943844495,2.169491525423729
CLE,arr,stress,Facilitated hours,595,5.697478991596639,10.0,12.0,15,0.0,0.0,3390,3365.0,25.0,625.0,6954.0,0.007374631268436578,0.18573551263001487,2.0513274336283187
CLE,arr,stress,Other hours,245,2.4571428571428573,9.0,10.0,13,0.0,0.0,602,593.0,9.0,172.0,929.0,0.014950166112956811,0.2900505902192243,1.543189368770764
CLE,dep,early_interim,Facilitated hours,238,6.638655462184874,11.300000000000011,14.0,16,0.0,0.0,1580,1577.0,3.0,255.0,7695.0,0.0018987341772151898,0.1616994292961319,4.870253164556962
CLE,dep,early_interim,Other hours,98,0.6020408163265306,4.0,5.0,5,0.0,0.0,59,59.0,0.0,3.0,173.0,0.0,0.05084745762711865,2.9322033898305087
CLE,dep,late_interim,Facilitated hours,221,6.53393665158371,11.0,12.0,15,0.0,0.0,1444,1426.0,18.0,293.0,8315.0,0.012465373961218837,0.20546984572230015,5.758310249307479
CLE,dep,late_interim,Other hours,91,0.7692307692307693,5.0,6.0,6,0.0,0.0,70,70.0,0.0,4.0,40.0,0.0,0.05714285714285714,0.5714285714285714
CLE,dep,reference,Facilitated hours,476,6.560924369747899,12.0,13.0,16,0.0,0.0,3123,3089.0,34.0,481.0,11353.0,0.010886967659301952,0.1557138232437682,3.6352865834133845
CLE,dep,reference,Other hours,196,0.6989795918367347,3.5,6.0,7,0.0,0.0,137,135.0,2.0,8.0,244.0,0.014598540145985401,0.05925925925925926,1.781021897810219
CLE,dep,stress,Facilitated hours,595,6.440336134453782,11.0,13.0,17,0.0,0.0,3832,3789.0,43.0,655.0,20324.0,0.011221294363256785,0.1728688308260755,5.303757828810021
CLE,dep,stress,Other hours,245,0.6326530612244898,4.0,5.0,6,0.0,0.0,155,155.0,0.0,14.0,228.0,0.0,0.09032258064516129,1.4709677419354839
CLT,arr,early_interim,Facilitated hours,238,33.28151260504202,59.0,65.0,68,0.542016806722689,0.46218487394957986,7921,7869.0,52.0,1375.0,8749.0,0.006564827673273576,0.17473630702757656,1.1045322560282793
CLT,arr,early_interim,Other hours,98,1.7040816326530612,5.299999999999997,7.0,7,0.0,0.0,167,167.0,0.0,39.0,101.0,0.0,0.23353293413173654,0.6047904191616766
CLT,arr,late_interim,Facilitated hours,221,31.25339366515837,54.0,60.0,64,0.4660633484162896,0.3936651583710407,6907,6779.0,128.0,1758.0,29764.0,0.01853192413493557,0.25933028470275854,4.309251484001737
CLT,arr,late_interim,Other hours,91,1.879120879120879,7.0,7.0,7,0.0,0.0,171,167.0,4.0,61.0,248.0,0.023391812865497075,0.3652694610778443,1.4502923976608186
CLT,arr,reference,Facilitated hours,476,33.01890756302521,59.0,62.0,65,0.5084033613445378,0.42016806722689076,15717,15514.0,203.0,3268.0,35264.0,0.012915950881211427,0.21064844656439344,2.2436851816504424
CLT,arr,reference,Other hours,196,2.5,8.0,8.0,10,0.0,0.0,490,483.0,7.0,113.0,1511.0,0.014285714285714285,0.23395445134575568,3.083673469387755
CLT,arr,stress,Facilitated hours,595,33.1109243697479,59.0,63.0,68,0.507563025210084,0.4436974789915966,19701,19444.0,257.0,3955.0,45646.0,0.013045023095274352,0.20340464924912569,2.316938226485965
CLT,arr,stress,Other hours,245,2.024489795918367,7.0,7.0,9,0.0,0.0,496,489.0,7.0,118.0,2995.0,0.014112903225806451,0.24130879345603273,6.038306451612903
CLT,dep,early_interim,Facilitated hours,238,33.65546218487395,54.30000000000001,60.14999999999998,63,0.5462184873949579,0.5210084033613446,8010,7957.0,53.0,1602.0,21669.0,0.006616729088639201,0.20133216036194546,2.7052434456928838
CLT,dep,early_interim,Other hours,98,0.8061224489795918,3.0,3.0,3,0.0,0.0,79,78.0,1.0,9.0,110.0,0.012658227848101266,0.11538461538461539,1.3924050632911393
CLT,dep,late_interim,Facilitated hours,221,31.39366515837104,53.0,58.0,66,0.5248868778280543,0.4796380090497738,6938,6810.0,128.0,2149.0,31435.0,0.018449120784087635,0.31556534508076356,4.530844623810896
CLT,dep,late_interim,Other hours,91,1.6043956043956045,6.0,8.0,8,0.0,0.0,146,134.0,12.0,41.0,222.0,0.0821917808219178,0.30597014925373134,1.5205479452054795
CLT,dep,reference,Facilitated hours,476,33.71008403361345,55.0,57.0,64,0.5294117647058824,0.523109243697479,16046,15851.0,195.0,3818.0,48850.0,0.012152561386015207,0.24086808403255316,3.0443724292658607
CLT,dep,reference,Other hours,196,0.8418367346938775,4.0,5.0,5,0.0,0.0,165,161.0,4.0,45.0,640.0,0.024242424242424242,0.2795031055900621,3.878787878787879
CLT,dep,stress,Facilitated hours,595,33.62016806722689,56.0,60.0,62,0.534453781512605,0.5210084033613446,20004,19764.0,240.0,4768.0,77308.0,0.01199760047990402,0.2412467111920664,3.864627074585083
CLT,dep,stress,Other hours,245,0.763265306122449,3.0,4.0,5,0.0,0.0,187,181.0,6.0,32.0,700.0,0.03208556149732621,0.17679558011049723,3.7433155080213902
CMH,arr,early_interim,Facilitated hours,238,6.4789915966386555,10.300000000000011,12.0,17,0.0,0.0,1542,1535.0,7.0,337.0,3472.0,0.004539559014267186,0.21954397394136807,2.251621271076524
CMH,arr,early_interim,Other hours,98,2.061224489795918,10.0,12.0,14,0.0,0.0,202,202.0,0.0,63.0,535.0,0.0,0.3118811881188119,2.6485148514851486
CMH,arr,late_interim,Facilitated hours,221,6.425339366515837,11.0,12.0,13,0.0,0.0,1420,1417.0,3.0,400.0,5581.0,0.002112676056338028,0.2822865208186309,3.9302816901408453
CMH,arr,late_interim,Other hours,91,2.8461538461538463,11.0,13.0,14,0.0,0.0,259,251.0,8.0,111.0,659.0,0.03088803088803089,0.44223107569721115,2.5444015444015444
CMH,arr,reference,Facilitated hours,476,6.32563025210084,11.0,12.0,17,0.0,0.0,3011,2985.0,26.0,617.0,8042.0,0.008635004981733644,0.2067001675041876,2.67087346396546
CMH,arr,reference,Other hours,196,2.6020408163265305,11.0,13.0,14,0.0,0.0,510,505.0,5.0,145.0,1909.0,0.00980392156862745,0.2871287128712871,3.743137254901961
CMH,arr,stress,Facilitated hours,595,6.542857142857143,11.0,12.299999999999955,17,0.0,0.0,3893,3854.0,39.0,867.0,12821.0,0.010017980991523246,0.22496107939802804,3.2933470331363988
CMH,arr,stress,Other hours,245,2.16734693877551,10.0,13.0,14,0.0,0.0,531,519.0,12.0,151.0,1817.0,0.022598870056497175,0.2909441233140655,3.4218455743879472
CMH,dep,early_interim,Facilitated hours,238,6.9411764705882355,13.0,14.149999999999977,17,0.0,0.0,1652,1643.0,9.0,277.0,6334.0,0.005447941888619854,0.16859403530127814,3.834140435835351
CMH,dep,early_interim,Other hours,98,0.9285714285714286,5.0,8.0,8,0.0,0.0,91,90.0,1.0,2.0,128.0,0.01098901098901099,0.022222222222222223,1.4065934065934067
CMH,dep,late_interim,Facilitated hours,221,7.1945701357466065,12.0,16.0,20,0.0,0.0,1590,1575.0,15.0,360.0,8655.0,0.009433962264150943,0.22857142857142856,5.443396226415095
CMH,dep,late_interim,Other hours,91,0.978021978021978,6.0,7.0,8,0.0,0.0,89,86.0,3.0,4.0,53.0,0.033707865168539325,0.046511627906976744,0.5955056179775281
CMH,dep,reference,Facilitated hours,476,6.930672268907563,12.0,17.0,20,0.0,0.0,3299,3271.0,28.0,590.0,12233.0,0.008487420430433464,0.18037297462549678,3.708093361624735
CMH,dep,reference,Other hours,196,1.1173469387755102,6.5,9.0,10,0.0,0.0,219,216.0,3.0,10.0,165.0,0.0136986301369863,0.046296296296296294,0.7534246575342466
CMH,dep,stress,Facilitated hours,595,7.003361344537815,12.0,15.0,20,0.0,0.0,4167,4120.0,47.0,774.0,19972.0,0.011279097672186225,0.1878640776699029,4.792896568274538
CMH,dep,stress,Other hours,245,1.0244897959183674,6.0,8.0,10,0.0,0.0,251,246.0,5.0,15.0,214.0,0.0199203187250996,0.06097560975609756,0.852589641434263
CVG,arr,early_interim,Facilitated hours,238,4.764705882352941,9.0,10.0,12,0.0,0.0,1134,1133.0,1.0,236.0,2760.0,0.0008818342151675485,0.2082965578111209,2.433862433862434
CVG,arr,early_interim,Other hours,98,2.295918367346939,7.599999999999994,11.149999999999991,14,0.0,0.0,225,225.0,0.0,74.0,435.0,0.0,0.3288888888888889,1.9333333333333333
CVG,arr,late_interim,Facilitated hours,221,4.782805429864253,8.0,9.0,11,0.0,0.0,1057,1049.0,8.0,300.0,3137.0,0.007568590350047304,0.2859866539561487,2.967833491012299
CVG,arr,late_interim,Other hours,91,2.5494505494505493,10.0,11.5,16,0.0,0.0,232,231.0,1.0,93.0,243.0,0.004310344827586207,0.4025974025974026,1.0474137931034482
CVG,arr,reference,Facilitated hours,476,4.794117647058823,8.0,9.0,11,0.0,0.0,2282,2257.0,25.0,602.0,9698.0,0.010955302366345312,0.2667257421355782,4.249780893952673
CVG,arr,reference,Other hours,196,2.2653061224489797,8.0,10.0,12,0.0,0.0,444,432.0,12.0,150.0,1594.0,0.02702702702702703,0.3472222222222222,3.59009009009009
CVG,arr,stress,Facilitated hours,595,4.8,8.0,9.0,13,0.0,0.0,2856,2835.0,21.0,621.0,8051.0,0.007352941176470588,0.21904761904761905,2.8189775910364148
CVG,arr,stress,Other hours,245,1.8857142857142857,7.0,8.0,10,0.0,0.0,462,448.0,14.0,143.0,880.0,0.030303030303030304,0.31919642857142855,1.9047619047619047
CVG,dep,early_interim,Facilitated hours,238,5.491596638655462,11.0,11.149999999999977,18,0.0,0.0,1307,1301.0,6.0,250.0,4436.0,0.0045906656465187455,0.1921598770176787,3.3940321346595255
CVG,dep,early_interim,Other hours,98,0.5204081632653061,3.0,4.0,5,0.0,0.0,51,51.0,0.0,4.0,103.0,0.0,0.0784313725490196,2.019607843137255
CVG,dep,late_interim,Facilitated hours,221,5.597285067873303,10.0,12.0,19,0.0,0.0,1237,1229.0,8.0,336.0,6746.0,0.0064672594987873885,0.27339300244100895,5.4535165723524655
CVG,dep,late_interim,Other hours,91,0.5824175824175825,3.0,5.0,5,0.0,0.0,53,51.0,2.0,3.0,112.0,0.03773584905660377,0.058823529411764705,2.1132075471698113
CVG,dep,reference,Facilitated hours,476,5.378151260504202,11.0,13.0,15,0.0,0.0,2560,2526.0,34.0,559.0,12014.0,0.01328125,0.221298495645289,4.69296875
CVG,dep,reference,Other hours,196,0.8571428571428571,5.5,7.0,8,0.0,0.0,168,165.0,3.0,21.0,502.0,0.017857142857142856,0.12727272727272726,2.988095238095238
CVG,dep,stress,Facilitated hours,595,5.302521008403361,10.0,13.0,15,0.0,0.0,3155,3134.0,21.0,575.0,12535.0,0.006656101426307449,0.18347160178685387,3.9730586370839935
CVG,dep,stress,Other hours,245,0.6530612244897959,3.0,5.0,8,0.0,0.0,160,155.0,5.0,8.0,121.0,0.03125,0.05161290322580645,0.75625
DAL,arr,early_interim,Facilitated hours,238,11.315126050420169,15.0,16.0,18,0.0,0.0,2693,2674.0,19.0,600.0,10788.0,0.007055328629780914,0.2243829468960359,4.0059413293724475
DAL,arr,early_interim,Other hours,98,0.9897959183673469,8.0,8.0,9,0.0,0.0,97,97.0,0.0,37.0,571.0,0.0,0.38144329896907214,5.88659793814433
DAL,arr,late_interim,Facilitated hours,221,11.633484162895927,16.0,16.0,18,0.0,0.0,2571,2529.0,42.0,758.0,10991.0,0.01633605600933489,0.2997232107552392,4.274990276157137
DAL,arr,late_interim,Other hours,91,1.1978021978021978,8.0,9.0,9,0.0,0.0,109,108.0,1.0,60.0,324.0,0.009174311926605505,0.5555555555555556,2.9724770642201834
DAL,arr,reference,Facilitated hours,476,11.514705882352942,16.0,17.0,18,0.0,0.0,5481,5410.0,71.0,912.0,11410.0,0.012953840540047437,0.16857670979667283,2.081736909323116
DAL,arr,reference,Other hours,196,1.096938775510204,8.0,8.0,8,0.0,0.0,215,213.0,2.0,63.0,627.0,0.009302325581395349,0.29577464788732394,2.916279069767442
DAL,arr,stress,Facilitated hours,595,11.438655462184874,15.0,16.0,18,0.0,0.0,6806,6624.0,182.0,1485.0,30795.0,0.026741110784601823,0.22418478260869565,4.524684102262709
DAL,arr,stress,Other hours,245,0.9795918367346939,7.0,8.0,9,0.0,0.0,240,240.0,0.0,85.0,417.0,0.0,0.3541666666666667,1.7375
DAL,dep,early_interim,Facilitated hours,238,11.663865546218487,16.0,17.0,17,0.0,0.0,2776,2754.0,22.0,870.0,7941.0,0.00792507204610951,0.3159041394335512,2.8605907780979827
DAL,dep,early_interim,Other hours,98,0.14285714285714285,1.0,1.0,1,0.0,0.0,14,14.0,0.0,2.0,0.0,0.0,0.14285714285714285,0.0
DAL,dep,late_interim,Facilitated hours,221,12.06787330316742,16.0,17.0,19,0.0,0.0,2667,2626.0,41.0,1039.0,13655.0,0.01537307836520435,0.39565879664889564,5.119985001874766
DAL,dep,late_interim,Other hours,91,0.14285714285714285,1.0,1.0,1,0.0,0.0,13,13.0,0.0,2.0,19.0,0.0,0.15384615384615385,1.4615384615384615
DAL,dep,reference,Facilitated hours,476,11.96218487394958,15.0,17.0,18,0.0,0.0,5694,5628.0,66.0,1300.0,15205.0,0.011591148577449948,0.23098791755508175,2.670354759395855
DAL,dep,reference,Other hours,196,0.00510204081632653,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,dep,stress,Facilitated hours,595,11.77983193277311,16.0,17.0,17,0.0,0.0,7009,6838.0,171.0,2081.0,22240.0,0.02439720359537737,0.30432875109681196,3.1730632044514198
DAL,dep,stress,Other hours,245,0.14285714285714285,1.0,1.0,1,0.0,0.0,35,34.0,1.0,8.0,99.0,0.02857142857142857,0.23529411764705882,2.8285714285714287
DCA,arr,early_interim,Facilitated hours,238,22.42016806722689,31.30000000000001,33.14999999999998,35,0.24789915966386555,0.012605042016806723,5336,5285.0,51.0,1200.0,19831.0,0.009557721139430285,0.22705771050141912,3.7164542728635683
DCA,arr,early_interim,Other hours,98,2.173469387755102,15.0,15.0,15,0.0,0.0,213,209.0,4.0,65.0,450.0,0.018779342723004695,0.31100478468899523,2.112676056338028
DCA,arr,late_interim,Facilitated hours,221,22.217194570135746,32.0,33.0,35,0.21266968325791855,0.00904977375565611,4910,4742.0,168.0,1415.0,37082.0,0.034215885947046845,0.29839730071699705,7.552342158859471
DCA,arr,late_interim,Other hours,91,2.120879120879121,15.0,15.0,15,0.0,0.0,193,184.0,9.0,90.0,1303.0,0.046632124352331605,0.4891304347826087,6.751295336787565
DCA,arr,reference,Facilitated hours,476,22.653361344537814,33.0,34.0,37,0.2815126050420168,0.018907563025210083,10783,10593.0,190.0,2605.0,46359.0,0.017620328294537697,0.2459171150759936,4.2992673652972275
DCA,arr,reference,Other hours,196,2.1683673469387754,15.0,15.0,16,0.0,0.0,425,413.0,12.0,129.0,1704.0,0.02823529411764706,0.31234866828087166,4.009411764705883
DCA,arr,stress,Facilitated hours,595,22.574789915966388,33.0,34.0,37,0.253781512605042,0.0453781512605042,13432,13172.0,260.0,3518.0,84520.0,0.019356759976176294,0.267081688430003,6.292435973793925
DCA,arr,stress,Other hours,245,2.1714285714285713,15.0,15.0,15,0.0,0.0,532,519.0,13.0,178.0,2393.0,0.02443609022556391,0.34296724470134876,4.4981203007518795
DCA,dep,early_interim,Facilitated hours,238,23.130252100840337,33.30000000000001,36.0,36,0.25210084033613445,0.09663865546218488,5505,5446.0,59.0,1163.0,19608.0,0.010717529518619437,0.21355123026074183,3.5618528610354225
DCA,dep,early_interim,Other hours,98,0.4489795918367347,3.0,3.0,4,0.0,0.0,44,44.0,0.0,4.0,106.0,0.0,0.09090909090909091,2.409090909090909
DCA,dep,late_interim,Facilitated hours,221,22.93212669683258,35.0,36.0,41,0.1493212669683258,0.10407239819004525,5068,4883.0,185.0,1414.0,32740.0,0.03650355169692186,0.2895760802785173,6.460142067876874
DCA,dep,late_interim,Other hours,91,0.43956043956043955,3.0,3.0,3,0.0,0.0,40,40.0,0.0,2.0,4.0,0.0,0.05,0.1
DCA,dep,reference,Facilitated hours,476,23.365546218487395,33.0,35.5,38,0.27521008403361347,0.06722689075630252,11122,10922.0,200.0,2545.0,38706.0,0.01798237727027513,0.23301593114814137,3.480129473116346
DCA,dep,reference,Other hours,196,0.44387755102040816,3.0,3.0,5,0.0,0.0,87,87.0,0.0,7.0,70.0,0.0,0.08045977011494253,0.8045977011494253
DCA,dep,stress,Facilitated hours,595,23.273949579831932,34.0,36.0,37,0.2605042016806723,0.08739495798319327,13848,13578.0,270.0,3211.0,58350.0,0.01949740034662045,0.23648549123582266,4.213604852686308
DCA,dep,stress,Other hours,245,0.46530612244897956,3.0,3.0,5,0.0,0.0,114,111.0,3.0,8.0,78.0,0.02631578947368421,0.07207207207207207,0.6842105263157895
DEN,arr,early_interim,Facilitated hours,238,50.84873949579832,86.0,93.14999999999998,100,0.8109243697478992,0.6512605042016807,12102,11972.0,130.0,4350.0,223039.0,0.010742026111386548,0.3633478115603074,18.429928937365723
DEN,arr,early_interim,Other hours,98,4.020408163265306,15.299999999999997,23.0,23,0.0,0.0,394,390.0,4.0,147.0,3669.0,0.01015228426395939,0.3769230769230769,9.312182741116752
DEN,arr,late_interim,Facilitated hours,221,52.660633484162894,84.0,89.0,103,0.7692307692307693,0.7104072398190046,11638,11554.0,84.0,4079.0,147403.0,0.007217735006014779,0.3530379089492816,12.665664203471387
DEN,arr,late_interim,Other hours,91,4.648351648351649,19.0,24.0,27,0.0,0.0,423,416.0,7.0,170.0,1443.0,0.016548463356973995,0.40865384615384615,3.4113475177304964
